"","flight.nums.i.","flight.origin","flight.dest","airline"
"2438","4U2379","STN","STR","4U"
"2439","4U2460","STR","LHR","4U"
"2440","4U2461","LHR","STR","4U"
"2441","4U2462","STR","LHR","4U"
"2442","4U2463","LHR","STR","4U"
"2443","4U2464","STR","LHR","4U"
"2444","4U2465","LHR","STR","4U"
"2445","4U2496","STR","SJJ","4U"
"2446","4U2497","SJJ","STR","4U"
"2447","4U2520","STR","BCN","4U"
"2448","4U2521","BCN","STR","4U"
"2449","4U2528","STR","BCN","4U"
"2450","4U2529","BCN","STR","4U"
"2451","4U2536","STR","AGP","4U"
"2452","4U2537","AGP","STR","4U"
"2453","4U2592","STR","PMI","4U"
"2454","4U2593","PMI","STR","4U"
"2455","4U2604","STR","LIS","4U"
"2456","4U2605","LIS","STR","4U"
"2457","4U2682","STR","SKG","4U"
"2458","4U2683","SKG","STR","4U"
"2459","4U2754","STR","VIE","4U"
"2460","4U2755","VIE","STR","4U"
"2461","4U2756","STR","VIE","4U"
"2462","4U2757","VIE","STR","4U"
"2463","4U2758","STR","VIE","4U"
"2464","4U2759","VIE","STR","4U"
"2465","4U2780","STR","BUD","4U"
"2466","4U2781","BUD","STR","4U"
"2467","4U2784","STR","BUD","4U"
"2468","4U2785","BUD","STR","4U"
"2469","4U2818","STR","CTA","4U"
"2470","4U2819","CTA","STR","4U"
"2471","4U2820","STR","MXP","4U"
"2472","4U2821","MXP","STR","4U"
"2473","4U2822","STR","MXP","4U"
"2474","4U2823","MXP","STR","4U"
"2475","4U2884","STR","FCO","4U"
"2476","4U2885","FCO","STR","4U"
"2477","4U2964","STR","SPU","4U"
"2478","4U2965","SPU","STR","4U"
"2479","4U2976","STR","ZAG","4U"
"2480","4U2977","ZAG","STR","4U"
"2481","4U3001","TXL","STR","4U"
"2482","4U3001","TXL","D-AKNJ)","4U"
"2483","4U3002","STR","TXL","4U"
"2484","4U3002","STR","D-AKNG)","4U"
"2485","4U3010","HAJ","STR","4U"
"2486","4U3011","STR","HAJ","4U"
"2487","4U3016","HAJ","STR","4U"
"2488","4U3017","STR","HAJ","4U"
"2489","4U3256","HAJ","TFS","4U"
"2490","4U3257","TFS","HAJ","4U"
"2491","4U3370","HAJ","STN","4U"
"2492","4U3371","STN","HAJ","4U"
"2493","4U3522","HAJ","BCN","4U"
"2494","4U3523","BCN","HAJ","4U"
"2495","4U3750","HAJ","VIE","4U"
"2496","4U3751","VIE","HAJ","4U"
"2497","4U3759","VIE","HAJ","4U"
"2498","4U4062","DTM","MUC","4U"
"2499","4U4063","MUC","DTM","4U"
"2500","4U4064","DTM","MUC","4U"
"2501","4U4065","MUC","DTM","4U"
"2502","4U4066","DTM","MUC","4U"
"2503","4U4067","MUC","DTM","4U"
"2504","4U5202","STR","AJR","4U"
"2505","4U5203","AJR","STR","4U"
"2506","4U5700","DUS","PRN","4U"
"2507","4U5704","HAM","PRN","4U"
"2508","4U5705","PRN","HAM","4U"
"2509","4U5710","TXL","PRN","4U"
"2510","4U5711","PRN","TXL","4U"
"2511","4U5712","STR","PRN","4U"
"2512","4U5713","PRN","STR","4U"
"2513","4U5714","HAJ","PRN","4U"
"2514","4U5715","PRN","HAJ","4U"
"2515","4U6901","CGN","DUS","4U"
"2516","4U6901","CGN","D-AGWK)","4U"
"2517","4U7024","HAM","DRS","4U"
"2518","4U7025","DRS","HAM","4U"
"2519","4U7028","HAM","DRS","4U"
"2520","4U7029","DRS","HAM","4U"
"2521","4U7032","HAM","CGN","4U"
"2522","4U7033","CGN","HAM","4U"
"2523","4U7034","HAM","CGN","4U"
"2524","4U7035","CGN","HAM","4U"
"2525","4U7036","HAM","CGN","4U"
"2526","4U7037","CGN","HAM","4U"
"2527","4U7038","HAM","CGN","4U"
"2528","4U7042","HAM","STR","4U"
"2529","4U7043","STR","HAM","4U"
"2530","4U7046","HAM","STR","4U"
"2531","4U7047","STR","HAM","4U"
"2532","4U7048","HAM","STR","4U"
"2533","4U7049","STR","HAM","4U"
"2534","4U7060","HAM","DUS","4U"
"2535","4U7061","DUS","HAM","4U"
"2536","4U7062","HAM","DUS","4U"
"2537","4U7063","DUS","HAM","4U"
"2538","4U7065","DUS","HAM","4U"
"2539","4U7067","DUS","HAM","4U"
"2540","4U7069","DUS","HAM","4U"
"2541","4U7180","HAM","AMS","4U"
"2542","4U7184","HAM","AMS","4U"
"2543","4U7185","AMS","HAM","4U"
"2544","4U7214","HAM","ARN","4U"
"2545","4U7215","ARN","HAM","4U"
"2546","4U7218","HAM","ARN","4U"
"2547","4U7219","ARN","HAM","4U"
"2548","4U7286","HAM","KLU","4U"
"2549","4U7287","KLU","HAM","4U"
"2550","4U7402","HAM","CDG","4U"
"2551","4U7403","CDG","HAM","4U"
"2552","4U7404","HAM","CDG","4U"
"2553","4U7405","CDG","HAM","4U"
"2554","4U7406","HAM","CDG","4U"
"2555","4U7407","CDG","HAM","4U"
"2556","4U7432","HAM","TLS","4U"
"2557","4U7433","TLS","HAM","4U"
"2558","4U7520","HAM","BCN","4U"
"2559","4U7521","BCN","HAM","4U"
"2560","4U7586","HAM","PMI","4U"
"2561","4U7587","PMI","HAM","4U"
"2562","4U7740","HAM","GVA","4U"
"2563","4U7741","GVA","HAM","4U"
"2564","4U7744","HAM","GVA","4U"
"2565","4U7745","GVA","HAM","4U"
"2566","4U7750","HAM","VIE","4U"
"2567","4U7751","VIE","HAM","4U"
"2568","4U7752","HAM","VIE","4U"
"2569","4U7753","VIE","HAM","4U"
"2570","4U7760","HAM","ZRH","4U"
"2571","4U7761","ZRH","HAM","4U"
"2572","4U7762","HAM","ZRH","4U"
"2573","4U7763","ZRH","HAM","4U"
"2574","4U7764","HAM","ZRH","4U"
"2575","4U7765","ZRH","HAM","4U"
"2576","4U7782","HAM","BUD","4U"
"2577","4U7783","BUD","HAM","4U"
"2578","4U7822","HAM","MXP","4U"
"2579","4U7823","MXP","HAM","4U"
"2580","4U7826","HAM","MXP","4U"
"2581","4U7827","MXP","HAM","4U"
"2582","4U7886","HAM","FCO","4U"
"2583","4U7887","FCO","HAM","4U"
"2584","4U8000","TXL","STR","4U"
"2585","4U8001","STR","TXL","4U"
"2586","4U8002","TXL","STR","4U"
"2587","4U8003","STR","TXL","4U"
"2588","4U8004","TXL","STR","4U"
"2589","4U8005","STR","TXL","4U"
"2590","4U8006","TXL","STR","4U"
"2591","4U8007","STR","TXL","4U"
"2592","4U8010","TXL","STR","4U"
"2593","4U8011","STR","TXL","4U"
"2594","4U8040","TXL","DUS","4U"
"2595","4U8041","DUS","TXL","4U"
"2596","4U8042","TXL","DUS","4U"
"2597","4U8043","DUS","TXL","4U"
"2598","4U8044","TXL","DUS","4U"
"2599","4U8045","DUS","TXL","4U"
"2600","4U8046","TXL","DUS","4U"
"2601","4U8047","DUS","TXL","4U"
"2602","4U8052","TXL","CGN","4U"
"2603","4U8053","CGN","TXL","4U"
"2604","4U8054","TXL","CGN","4U"
"2605","4U8055","CGN","TXL","4U"
"2606","4U8056","TXL","CGN","4U"
"2607","4U8057","CGN","TXL","4U"
"2608","4U8060","TXL","NUE","4U"
"2609","4U8061","NUE","TXL","4U"
"2610","4U8062","TXL","NUE","4U"
"2611","4U8063","NUE","TXL","4U"
"2612","4U8280","TXL","KLU","4U"
"2613","4U8281","KLU","TXL","4U"
"2614","4U8404","TXL","CDG","4U"
"2615","4U8405","CDG","TXL","4U"
"2616","4U8406","TXL","CDG","4U"
"2617","4U8407","CDG","TXL","4U"
"2618","4U8460","TXL","LHR","4U"
"2619","4U8461","LHR","TXL","4U"
"2620","4U8462","TXL","LHR","4U"
"2621","4U8463","LHR","TXL","4U"
"2622","4U8464","TXL","LHR","4U"
"2623","4U8465","LHR","TXL","4U"
"2624","4U8526","TXL","BCN","4U"
"2625","4U8527","BCN","TXL","4U"
"2626","4U8552","TXL","TLV","4U"
"2627","4U8553","TLV","TXL","4U"
"2628","4U8590","TXL","PMI","4U"
"2629","4U8591","PMI","TXL","4U"
"2630","4U8836","TXL","BLQ","4U"
"2631","4U8837","BLQ","TXL","4U"
"2632","4U8890","TXL","FCO","4U"
"2633","4U8891","FCO","TXL","4U"
"2634","4U8974","TXL","ZAG","4U"
"2635","4U8975","ZAG","TXL","4U"
"2636","4U8992","TXL","DME","4U"
"2637","4U8993","DME","TXL","4U"
"2638","4U9022","DUS","DRS","4U"
"2639","4U9023","DRS","DUS","4U"
"2640","4U9028","DUS","DRS","4U"
"2641","4U9029","DRS","DUS","4U"
"2642","4U9030","DUS","HAM","4U"
"2643","4U9031","HAM","DUS","4U"
"2644","4U9036","DUS","HAM","4U"
"2645","4U9038","DUS","HAM","4U"
"2646","4U9040","DUS","TXL","4U"
"2647","4U9041","TXL","DUS","4U"
"2648","4U9042","DUS","TXL","4U"
"2649","4U9043","TXL","DUS","4U"
"2650","4U9044","DUS","TXL","4U"
"2651","4U9045","TXL","DUS","4U"
"2652","4U9046","DUS","TXL","4U"
"2653","4U9047","TXL","DUS","4U"
"2654","4U9048","DUS","TXL","4U"
"2655","4U9049","TXL","DUS","4U"
"2656","4U9050","DUS","TXL","4U"
"2657","4U9051","TXL","DUS","4U"
"2658","4U9070","DUS","LEJ","4U"
"2659","4U9212","DUS","ARN","4U"
"2660","4U9213","ARN","DUS","4U"
"2661","4U9340","DUS","MAN","4U"
"2662","4U9340","DUS","D-AIQK)","4U"
"2663","4U9341","MAN","DUS","4U"
"2664","4U9341","MAN","D-AIQK)","4U"
"2665","4U9404","DUS","CDG","4U"
"2666","4U9405","CDG","DUS","4U"
"2667","4U9406","DUS","CDG","4U"
"2668","4U9407","CDG","DUS","4U"
"2669","4U9408","DUS","CDG","4U"
"2670","4U9409","CDG","DUS","4U"
"2671","4U9420","DUS","NCE","4U"
"2672","4U9421","NCE","DUS","4U"
"2673","4U9440","DUS","BCN","4U"
"2674","4U9442","DUS","BCN","4U"
"2675","4U9443","BCN","DUS","4U"
"2676","4U9642","DUS","FAO","4U"
"2677","4U9643","FAO","DUS","4U"
"2678","4U9654","DUS","SKG","4U"
"2679","4U9655","SKG","DUS","4U"
"2680","4U9751","VIE","DUS","4U"
"2681","4U9752","DUS","VIE","4U"
"2682","4U9753","VIE","DUS","4U"
"2683","4U9754","DUS","VIE","4U"
"2684","4U9755","VIE","DUS","4U"
"2685","4U9762","DUS","ZRH","4U"
"2686","4U9763","ZRH","DUS","4U"
"2687","4U9764","DUS","ZRH","4U"
"2688","4U9765","ZRH","DUS","4U"
"2689","4U9766","DUS","ZRH","4U"
"2690","4U9767","ZRH","DUS","4U"
"2691","4U9768","DUS","ZRH","4U"
"2692","4U9769","ZRH","DUS","4U"
"2693","4U9784","DUS","BUD","4U"
"2694","4U9785","BUD","DUS","4U"
"2695","4U9810","DUS","VCE","4U"
"2696","4U9811","VCE","DUS","4U"
"2697","4U9814","DUS","CTA","4U"
"2698","4U9815","CTA","DUS","4U"
"2699","4U9820","DUS","MXP","4U"
"2700","4U9821","MXP","DUS","4U"
"2701","4U9882","DUS","FCO","4U"
"2702","4U9883","FCO","DUS","4U"
"2703","DY121","SVG","BGO","DY"
"2704","DY122","BGO","SVG","DY"
"2705","DY123","SVG","BGO","DY"
"2706","DY124","BGO","SVG","DY"
"2707","DY132","BGO","SVG","DY"
"2708","DY133","SVG","BGO","DY"
"2709","DY135","SVG","BGO","DY"
"2710","DY136","BGO","SVG","DY"
"2711","DY137","SVG","BGO","DY"
"2712","DY138","BGO","SVG","DY"
"2713","DY144","TRD","EVE","DY"
"2714","DY145","EVE","TRD","DY"
"2715","DY150","TRD","TOS","DY"
"2716","DY151","TOS","TRD","DY"
"2717","DY164","BGO","TRD","DY"
"2718","DY165","TRD","BGO","DY"
"2719","DY169","TRD","BGO","DY"
"2720","DY170","BGO","TRD","DY"
"2721","DY171","TRD","BGO","DY"
"2722","DY172","BGO","TRD","DY"
"2723","DY181","HAU","OSL","DY"
"2724","DY182","OSL","HAU","DY"
"2725","DY183","HAU","OSL","DY"
"2726","DY190","OSL","HAU","DY"
"2727","DY191","HAU","OSL","DY"
"2728","DY194","OSL","HAU","DY"
"2729","DY195","HAU","OSL","DY"
"2730","DY196","OSL","HAU","DY"
"2731","DY270","OSL","KRS","DY"
"2732","DY271","KRS","OSL","DY"
"2733","DY272","OSL","KRS","DY"
"2734","DY273","KRS","OSL","DY"
"2735","DY275","KRS","OSL","DY"
"2736","DY276","OSL","KRS","DY"
"2737","DY277","KRS","OSL","DY"
"2738","DY280","OSL","KRS","DY"
"2739","DY310","OSL","KKN","DY"
"2740","DY311","KKN","OSL","DY"
"2741","DY320","OSL","ALF","DY"
"2742","DY321","ALF","OSL","DY"
"2743","DY323","TOS","OSL","DY"
"2744","DY328","OSL","TOS","DY"
"2745","DY330","OSL","BDU","DY"
"2746","DY331","BDU","OSL","DY"
"2747","DY332","OSL","BDU","DY"
"2748","DY333","BDU","OSL","DY"
"2749","DY334","OSL","BDU","DY"
"2750","DY335","BDU","OSL","DY"
"2751","DY336","OSL","BDU","DY"
"2752","DY337","BDU","OSL","DY"
"2753","DY338","OSL","BDU","DY"
"2754","DY339","BDU","OSL","DY"
"2755","DY340","OSL","BOO","DY"
"2756","DY341","BOO","OSL","DY"
"2757","DY345","BOO","OSL","DY"
"2758","DY346","OSL","BOO","DY"
"2759","DY347","BOO","OSL","DY"
"2760","DY350","OSL","BOO","DY"
"2761","DY355","BOO","OSL","DY"
"2762","DY356","OSL","BOO","DY"
"2763","DY360","OSL","EVE","DY"
"2764","DY361","EVE","OSL","DY"
"2765","DY362","OSL","EVE","DY"
"2766","DY363","EVE","OSL","DY"
"2767","DY365","EVE","OSL","DY"
"2768","DY366","OSL","EVE","DY"
"2769","DY368","OSL","EVE","DY"
"2770","DY369","EVE","OSL","DY"
"2771","DY371","TOS","OSL","DY"
"2772","DY372","OSL","TOS","DY"
"2773","DY375","TOS","OSL","DY"
"2774","DY378","OSL","TOS","DY"
"2775","DY381","TOS","OSL","DY"
"2776","DY382","OSL","TOS","DY"
"2777","DY383","TOS","OSL","DY"
"2778","DY387","TOS","OSL","DY"
"2779","DY396","OSL","LYR","DY"
"2780","DY397","LYR","OSL","DY"
"2781","DY401","AES","OSL","DY"
"2782","DY402","OSL","AES","DY"
"2783","DY403","AES","OSL","DY"
"2784","DY404","OSL","AES","DY"
"2785","DY405","AES","OSL","DY"
"2786","DY410","OSL","AES","DY"
"2787","DY413","AES","OSL","DY"
"2788","DY414","OSL","AES","DY"
"2789","DY417","AES","OSL","DY"
"2790","DY418","OSL","AES","DY"
"2791","DY421","MOL","OSL","DY"
"2792","DY422","OSL","MOL","DY"
"2793","DY423","MOL","OSL","DY"
"2794","DY428","OSL","MOL","DY"
"2795","DY429","MOL","OSL","DY"
"2796","DY430","OSL","MOL","DY"
"2797","DY431","MOL","OSL","DY"
"2798","DY436","OSL","MOL","DY"
"2799","DY521","SVG","OSL","DY"
"2800","DY522","OSL","SVG","DY"
"2801","DY523","SVG","OSL","DY"
"2802","DY524","OSL","SVG","DY"
"2803","DY525","SVG","OSL","DY"
"2804","DY526","OSL","SVG","DY"
"2805","DY527","SVG","OSL","DY"
"2806","DY529","SVG","OSL","DY"
"2807","DY531","SVG","OSL","DY"
"2808","DY532","OSL","SVG","DY"
"2809","DY534","OSL","SVG","DY"
"2810","DY535","SVG","OSL","DY"
"2811","DY536","OSL","SVG","DY"
"2812","DY537","SVG","OSL","DY"
"2813","DY540","OSL","SVG","DY"
"2814","DY541","SVG","OSL","DY"
"2815","DY544","OSL","SVG","DY"
"2816","DY545","SVG","OSL","DY"
"2817","DY546","OSL","SVG","DY"
"2818","DY547","SVG","OSL","DY"
"2819","DY548","OSL","SVG","DY"
"2820","DY549","SVG","OSL","DY"
"2821","DY550","OSL","SVG","DY"
"2822","DY601","BGO","OSL","DY"
"2823","DY602","OSL","BGO","DY"
"2824","DY604","OSL","BGO","DY"
"2825","DY605","BGO","OSL","DY"
"2826","DY606","OSL","BGO","DY"
"2827","DY607","BGO","OSL","DY"
"2828","DY609","BGO","OSL","DY"
"2829","DY610","OSL","BGO","DY"
"2830","DY612","OSL","BGO","DY"
"2831","DY613","BGO","OSL","DY"
"2832","DY616","OSL","BGO","DY"
"2833","DY617","BGO","OSL","DY"
"2834","DY618","OSL","BGO","DY"
"2835","DY620","OSL","BGO","DY"
"2836","DY621","BGO","OSL","DY"
"2837","DY622","OSL","BGO","DY"
"2838","DY624","OSL","BGO","DY"
"2839","DY625","BGO","OSL","DY"
"2840","DY626","OSL","BGO","DY"
"2841","DY631","BGO","OSL","DY"
"2842","DY632","OSL","BGO","DY"
"2843","DY633","BGO","OSL","DY"
"2844","DY634","OSL","BGO","DY"
"2845","DY635","BGO","OSL","DY"
"2846","DY638","OSL","BGO","DY"
"2847","DY641","BGO","OSL","DY"
"2848","DY643","BGO","OSL","DY"
"2849","DY645","BGO","OSL","DY"
"2850","DY647","BGO","OSL","DY"
"2851","DY648","OSL","BGO","DY"
"2852","DY653","BGO","OSL","DY"
"2853","DY740","OSL","TRD","DY"
"2854","DY741","TRD","OSL","DY"
"2855","DY742","OSL","TRD","DY"
"2856","DY744","OSL","TRD","DY"
"2857","DY745","TRD","OSL","DY"
"2858","DY747","TRD","OSL","DY"
"2859","DY749","TRD","OSL","DY"
"2860","DY750","OSL","TRD","DY"
"2861","DY753","TRD","OSL","DY"
"2862","DY754","OSL","TRD","DY"
"2863","DY756","OSL","TRD","DY"
"2864","DY757","TRD","OSL","DY"
"2865","DY758","OSL","TRD","DY"
"2866","DY760","OSL","TRD","DY"
"2867","DY761","TRD","OSL","DY"
"2868","DY762","OSL","TRD","DY"
"2869","DY763","TRD","OSL","DY"
"2870","DY764","OSL","TRD","DY"
"2871","DY765","TRD","OSL","DY"
"2872","DY766","OSL","TRD","DY"
"2873","DY768","OSL","TRD","DY"
"2874","DY769","TRD","OSL","DY"
"2875","DY770","OSL","TRD","DY"
"2876","DY771","TRD","OSL","DY"
"2877","DY773","TRD","OSL","DY"
"2878","DY775","TRD","OSL","DY"
"2879","DY776","OSL","TRD","DY"
"2880","DY777","TRD","OSL","DY"
"2881","DY779","TRD","OSL","DY"
"2882","DY804","OSL","ARN","DY"
"2883","DY805","ARN","OSL","DY"
"2884","DY812","OSL","ARN","DY"
"2885","DY813","ARN","OSL","DY"
"2886","DY814","OSL","ARN","DY"
"2887","DY815","ARN","OSL","DY"
"2888","DY820","OSL","ARN","DY"
"2889","DY821","ARN","OSL","DY"
"2890","DY826","OSL","ARN","DY"
"2891","DY827","ARN","OSL","DY"
"2892","DY840","BGO","ARN","DY"
"2893","DY841","ARN","BGO","DY"
"2894","DY910","TRD","CPH","DY"
"2895","DY911","CPH","TRD","DY"
"2896","DY932","OSL","CPH","DY"
"2897","DY933","CPH","OSL","DY"
"2898","DY935","CPH","OSL","DY"
"2899","DY936","OSL","CPH","DY"
"2900","DY940","OSL","CPH","DY"
"2901","DY941","CPH","OSL","DY"
"2902","DY948","OSL","CPH","DY"
"2903","DY949","CPH","OSL","DY"
"2904","DY950","OSL","CPH","DY"
"2905","DY951","CPH","OSL","DY"
"2906","DY968","BGO","CPH","DY"
"2907","DY969","CPH","BGO","DY"
"2908","DY998","OSL","BLL","DY"
"2909","DY999","BLL","OSL","DY"
"2910","DY1014","OSL","SZZ","DY"
"2911","DY1015","SZZ","OSL","DY"
"2912","DY1020","OSL","WAW","DY"
"2913","DY1021","WAW","OSL","DY"
"2914","DY1028","BGO","KRK","DY"
"2915","DY1029","KRK","BGO","DY"
"2916","DY1036","SVG","KRK","DY"
"2917","DY1037","KRK","SVG","DY"
"2918","DY1038","TRD","KRK","DY"
"2919","DY1039","KRK","TRD","DY"
"2920","DY1040","OSL","KRK","DY"
"2921","DY1041","KRK","OSL","DY"
"2922","DY1052","OSL","GDN","DY"
"2923","DY1053","GDN","OSL","DY"
"2924","DY1060","OSL","TLL","DY"
"2925","DY1061","TLL","OSL","DY"
"2926","DY1072","OSL","RIX","DY"
"2927","DY1073","RIX","OSL","DY"
"2928","DY1078","TRD","RIX","DY"
"2929","DY1079","RIX","TRD","DY"
"2930","DY1082","OSL","VNO","DY"
"2931","DY1083","VNO","OSL","DY"
"2932","DY1086","OSL","PLQ","DY"
"2933","DY1087","PLQ","OSL","DY"
"2934","DY1102","OSL","SXF","DY"
"2935","DY1103","SXF","OSL","DY"
"2936","DY1104","OSL","SXF","DY"
"2937","DY1105","SXF","OSL","DY"
"2938","DY1108","OSL","SXF","DY"
"2939","DY1109","SXF","OSL","DY"
"2940","DY1120","TRD","SXF","DY"
"2941","DY1121","SXF","TRD","DY"
"2942","DY1126","OSL","HAM","DY"
"2943","DY1127","HAM","OSL","DY"
"2944","DY1156","OSL","MUC","DY"
"2945","DY1157","MUC","OSL","DY"
"2946","DY1160","BGO","SXF","DY"
"2947","DY1161","SXF","BGO","DY"
"2948","DY1170","OSL","KEF","DY"
"2949","DY1171","KEF","OSL","DY"
"2950","DY1187","HEL","OSL","DY"
"2951","DY1194","OSL","HEL","DY"
"2952","DY1195","HEL","OSL","DY"
"2953","DY1198","OSL","HEL","DY"
"2954","DY1258","OSL","AMS","DY"
"2955","DY1259","AMS","OSL","DY"
"2956","DY1262","OSL","AYT","DY"
"2957","DY1263","AYT","OSL","DY"
"2958","DY1314","BGO","LGW","DY"
"2959","DY1315","LGW","BGO","DY"
"2960","DY1318","BGO","LGW","DY"
"2961","DY1319","LGW","BGO","DY"
"2962","DY1326","SVG","MAN","DY"
"2963","DY1327","MAN","SVG","DY"
"2964","DY1336","SVG","LGW","DY"
"2965","DY1337","LGW","SVG","DY"
"2966","DY1340","TRD","LGW","DY"
"2967","DY1341","LGW","TRD","DY"
"2968","DY1348","OSL","MAN","DY"
"2969","DY1349","MAN","OSL","DY"
"2970","DY1354","OSL","EDI","DY"
"2971","DY1355","EDI","OSL","DY"
"2972","DY1362","OSL","DUB","DY"
"2973","DY1363","DUB","OSL","DY"
"2974","DY1404","OSL","NCE","DY"
"2975","DY1405","NCE","OSL","DY"
"2976","DY1496","OSL","ORY","DY"
"2977","DY1497","ORY","OSL","DY"
"2978","DY1502","OSL","PRG","DY"
"2979","DY1503","PRG","OSL","DY"
"2980","DY1516","BGO","PRG","DY"
"2981","DY1517","PRG","BGO","DY"
"2982","DY1550","OSL","BUD","DY"
"2983","DY1551","BUD","OSL","DY"
"2984","DY1602","OSL","GVA","DY"
"2985","DY1603","GVA","OSL","DY"
"2986","DY1630","SVG","SZG","DY"
"2987","DY1631","SZG","SVG","DY"
"2988","DY1632","OSL","VIE","DY"
"2989","DY1633","VIE","OSL","DY"
"2990","DY1642","OSL","SZG","DY"
"2991","DY1643","SZG","OSL","DY"
"2992","DY1652","BGO","SZG","DY"
"2993","DY1653","SZG","BGO","DY"
"2994","DY1690","OSL","AGA","DY"
"2995","DY1691","AGA","OSL","DY"
"2996","DY1698","OSL","RAK","DY"
"2997","DY1699","RAK","OSL","DY"
"2998","DY1728","TRD","ALC","DY"
"2999","DY1729","ALC","TRD","DY"
"3000","DY1740","OSL","BCN","DY"
"3001","DY1741","BCN","OSL","DY"
"3002","DY1752","BGO","AGP","DY"
"3003","DY1753","AGP","BGO","DY"
"3004","DY1770","TRD","LPA","DY"
"3005","DY1771","LPA","TRD","DY"
"3006","DY1784","OSL","FNC","DY"
"3007","DY1785","FNC","OSL","DY"
"3008","DY1788","OSL","FUE","DY"
"3009","DY1789","FUE","OSL","DY"
"3010","DY1790","OSL","ALC","DY"
"3011","DY1791","ALC","OSL","DY"
"3012","DY1800","OSL","AGP","DY"
"3013","DY1801","AGP","OSL","DY"
"3014","DY1802","OSL","AGP","DY"
"3015","DY1803","AGP","OSL","DY"
"3016","DY1814","OSL","LPA","DY"
"3017","DY1815","LPA","OSL","DY"
"3018","DY1816","OSL","LPA","DY"
"3019","DY1817","LPA","OSL","DY"
"3020","DY1828","OSL","ACE","DY"
"3021","DY1829","ACE","OSL","DY"
"3022","DY1830","BGO","ALC","DY"
"3023","DY1831","ALC","BGO","DY"
"3024","DY1834","SVG","ALC","DY"
"3025","DY1835","ALC","SVG","DY"
"3026","DY1836","SVG","LPA","DY"
"3027","DY1837","LPA","SVG","DY"
"3028","DY1838","BGO","LPA","DY"
"3029","DY1839","LPA","BGO","DY"
"3030","DY1872","OSL","FCO","DY"
"3031","DY1873","FCO","OSL","DY"
"3032","DY1876","OSL","MXP","DY"
"3033","DY1877","MXP","OSL","DY"
"3034","DY1976","OSL","BEG","DY"
"3035","DY1977","BEG","OSL","DY"
"3036","DY3079","AAL","CPH","DY"
"3037","DY3081","AAL","CPH","DY"
"3038","DY3082","CPH","AAL","DY"
"3039","DY3083","AAL","CPH","DY"
"3040","DY3084","CPH","AAL","DY"
"3041","DY3085","AAL","CPH","DY"
"3042","DY3086","CPH","AAL","DY"
"3043","DY3087","AAL","CPH","DY"
"3044","DY3088","CPH","AAL","DY"
"3045","DY3089","AAL","CPH","DY"
"3046","DY3090","CPH","AAL","DY"
"3047","DY3091","AAL","CPH","DY"
"3048","DY3092","CPH","AAL","DY"
"3049","DY3093","AAL","CPH","DY"
"3050","DY3094","CPH","AAL","DY"
"3051","DY3095","AAL","CPH","DY"
"3052","DY3096","CPH","AAL","DY"
"3053","DY3098","CPH","AAL","DY"
"3054","DY3158","CPH","HEL","DY"
"3055","DY3159","HEL","CPH","DY"
"3056","DY3160","CPH","HEL","DY"
"3057","DY3161","HEL","CPH","DY"
"3058","DY3194","CPH","ARN","DY"
"3059","DY3195","ARN","CPH","DY"
"3060","DY3196","CPH","ARN","DY"
"3061","DY3197","ARN","CPH","DY"
"3062","DY3198","CPH","ARN","DY"
"3063","DY3199","ARN","CPH","DY"
"3064","DY3204","CPH","ARN","DY"
"3065","DY3205","ARN","CPH","DY"
"3066","DY3208","CPH","ARN","DY"
"3067","DY3209","ARN","CPH","DY"
"3068","DY3212","CPH","ARN","DY"
"3069","DY3213","ARN","CPH","DY"
"3070","DY3214","CPH","ARN","DY"
"3071","DY3215","ARN","CPH","DY"
"3072","DY3221","CPH","OSL","DY"
"3073","DY3222","OSL","CPH","DY"
"3074","DY3225","CPH","OSL","DY"
"3075","DY3226","OSL","CPH","DY"
"3076","DY3239","CPH","OSL","DY"
"3077","DY3240","OSL","CPH","DY"
"3078","DY3270","CPH","BGO","DY"
"3079","DY3271","BGO","CPH","DY"
"3080","DY3304","CPH","SXF","DY"
"3081","DY3305","SXF","CPH","DY"
"3082","DY3310","CPH","RIX","DY"
"3083","DY3311","RIX","CPH","DY"
"3084","DY3400","CPH","AGA","DY"
"3085","DY3401","AGA","CPH","DY"
"3086","DY3406","CPH","RAK","DY"
"3087","DY3407","RAK","CPH","DY"
"3088","DY3502","CPH","EDI","DY"
"3089","DY3503","EDI","CPH","DY"
"3090","DY3540","CPH","AMS","DY"
"3091","DY3541","AMS","CPH","DY"
"3092","DY3550","CPH","BUD","DY"
"3093","DY3551","BUD","CPH","DY"
"3094","DY3560","CPH","KRK","DY"
"3095","DY3561","KRK","CPH","DY"
"3096","DY3578","CPH","GVA","DY"
"3097","DY3579","GVA","CPH","DY"
"3098","DY3580","CPH","PRG","DY"
"3099","DY3581","PRG","CPH","DY"
"3100","DY3594","CPH","SZG","DY"
"3101","DY3595","SZG","CPH","DY"
"3102","DY3596","CPH","SZG","DY"
"3103","DY3597","SZG","CPH","DY"
"3104","DY3606","CPH","DUB","DY"
"3105","DY3607","DUB","CPH","DY"
"3106","DY3614","CPH","FNC","DY"
"3107","DY3615","FNC","CPH","DY"
"3108","DY3634","CPH","ORY","DY"
"3109","DY3635","ORY","CPH","DY"
"3110","DY3638","CPH","ORY","DY"
"3111","DY3639","ORY","CPH","DY"
"3112","DY3640","CPH","NCE","DY"
"3113","DY3641","NCE","CPH","DY"
